Filename,Actual_Class,Predicted_Class,Class_Name,Confidence (%)
00000_00000.ppm,41,41,Fim da Proibição de Ultrapassar,98.49
00000_00001.ppm,41,41,Fim da Proibição de Ultrapassar,86.18
00000_00002.ppm,41,41,Fim da Proibição de Ultrapassar,99.80
00000_00003.ppm,41,41,Fim da Proibição de Ultrapassar,99.72
00000_00004.ppm,41,41,Fim da Proibição de Ultrapassar,99.93
00000_00005.ppm,41,41,Fim da Proibição de Ultrapassar,99.97
00000_00006.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00007.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00008.ppm,41,41,Fim da Proibição de Ultrapassar,99.63
00000_00009.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00010.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00011.ppm,41,41,Fim da Proibição de Ultrapassar,99.91
00000_00012.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00013.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00014.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00015.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00016.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00017.ppm,41,41,Fim da Proibição de Ultrapassar,99.99
00000_00018.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00019.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00020.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00021.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00022.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00023.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00024.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00025.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00026.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00027.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00028.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00000_00029.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00000.ppm,41,41,Fim da Proibição de Ultrapassar,99.99
00001_00001.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00002.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00003.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00004.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00005.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00006.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00007.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00008.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00009.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00010.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00011.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00012.ppm,41,41,Fim da Proibição de Ultrapassar,99.99
00001_00013.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00014.ppm,41,41,Fim da Proibição de Ultrapassar,99.40
00001_00015.ppm,41,41,Fim da Proibição de Ultrapassar,99.96
00001_00016.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00017.ppm,41,41,Fim da Proibição de Ultrapassar,99.99
00001_00018.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00019.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00020.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00021.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00022.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00023.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00024.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00025.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00001_00026.ppm,41,41,Fim da Proibição de Ultrapassar,99.98
00001_00027.ppm,41,41,Fim da Proibição de Ultrapassar,99.99
00001_00028.ppm,41,41,Fim da Proibição de Ultrapassar,99.97
00001_00029.ppm,41,41,Fim da Proibição de Ultrapassar,99.89
00002_00000.ppm,41,41,Fim da Proibição de Ultrapassar,99.85
00002_00001.ppm,41,41,Fim da Proibição de Ultrapassar,99.30
00002_00002.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00002_00003.ppm,41,41,Fim da Proibição de Ultrapassar,99.90
00002_00004.ppm,41,41,Fim da Proibição de Ultrapassar,99.84
00002_00005.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00002_00006.ppm,41,41,Fim da Proibição de Ultrapassar,100.00
00002_00007.ppm,41,41,Fim da Proibição de Ultrapassar,99.99
00002_00008.ppm,41,41,Fim da Proibição de Ultrapassar,94.29
00002_00009.ppm,41,32,Fim de Todas as Restrições,99.89
00002_00010.ppm,41,32,Fim de Todas as Restrições,95.24
00002_00011.ppm,41,41,Fim da Proibição de Ultrapassar,99.98
00002_00012.ppm,41,41,Fim da Proibição de Ultrapassar,99.73
00002_00013.ppm,41,41,Fim da Proibição de Ultrapassar,99.70
00002_00014.ppm,41,41,Fim da Proibição de Ultrapassar,75.90
00002_00015.ppm,41,41,Fim da Proibição de Ultrapassar,99.94
00002_00016.ppm,41,41,Fim da Proibição de Ultrapassar,99.96
00002_00017.ppm,41,41,Fim da Proibição de Ultrapassar,99.90
00002_00018.ppm,41,41,Fim da Proibição de Ultrapassar,99.99
00002_00019.ppm,41,41,Fim da Proibição de Ultrapassar,99.99
00002_00020.ppm,41,41,Fim da Proibição de Ultrapassar,99.99
00002_00021.ppm,41,41,Fim da Proibição de Ultrapassar,90.58
00002_00022.ppm,41,41,Fim da Proibição de Ultrapassar,99.10
00002_00023.ppm,41,41,Fim da Proibição de Ultrapassar,99.99
